,name,url,description,addressCountry,postalCode,addressRegion,streetAddress,addressLocality,rating,image,priceRange,hasMap
0,Holiday Inn New Delhi International Airport,https://www.booking.com/hotel/in/holiday-inn-new-delhi-international-airport.html,"Offering an outdoor swimming pool, a fitness center and a spa and wellness center, Holiday Inn New Delhi International Airport is located in New Delhi.",India,110037,Delhi NCR,"Asset Area 12, Hospitality District, Aerocity, Delhi International Airport, 110037 New Delhi, India","Asset Area 12, Hospitality District, Aerocity, Delhi International Airport",8.7,https://r-cf.bstatic.com/images/hotel/max500/234/234890162.jpg,Prices for upcoming dates start at $88 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&center=28.5502374,77.1232054&sensor=false&size=1600x1200&markers=color:blue%7c28.5502374,77.1232054&client=gme-booking&channel=booking-frontend&signature=xLPj55PjGXhvg-tYLMMtjY2BPKU="
1,Airway Hotel,https://www.booking.com/hotel/in/platinum-delhi-airport-delhi-international-airport.html,"Located in New Delhi, 8 miles from Qutub Minar, Airway Hotel provides accommodations with a restaurant, free private parking, a shared lounge and a...",India,110037,Delhi NCR,"Plot No 187,Road no 4,Mahipalpur Extn Near Delhi International Airport, 110037 New Delhi, India","Plot No 187,Road no 4,Mahipalpur Extn Near Delhi International Airport",9.3,https://r-cf.bstatic.com/images/hotel/max500/232/232295542.jpg,Prices for upcoming dates start at $12 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.5561620,77.0999580&zoom=15&sensor=false&center=28.5561620,77.0999580&client=gme-booking&channel=booking-frontend&signature=OM1xs6vztR8gaElJPyx_r6T-RtA="
2,The Prime Balaji Deluxe @ New Delhi Railway Station,https://www.booking.com/hotel/in/the-prime-balaji-deluxe-new-delhi-railway-station.html,"Located just 328 feet from the New Delhi Railway Station, The Prime Balaji Deluxe @ New Delhi Railway Station operates a 24-hour front desk to assist...",India,110055,Delhi NCR,"8574, Arakashan Road, Behind Shiela Cinema, Paharganj, Paharganj, 110055 New Delhi, India","8574, Arakashan Road, Behind Shiela Cinema, Paharganj",8.0,https://r-cf.bstatic.com/images/hotel/max500/384/38416670.jpg,Prices for upcoming dates start at $39 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&center=28.6452603,77.2174773&markers=color:blue%7c28.6452603,77.2174773&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=K1Daq2Qatmug5g60aglWkTsgliE="
3,Hotel Premium,https://www.booking.com/hotel/in/marina-by-prime-group-ofhotels.html,"Located in New Delhi, within 8 miles of Qutub Minar and 9 miles of Rashtrapati Bhavan, Hotel Premium provides accommodations with a shared lounge and free...",India,110037,Delhi NCR,"plot no 156 road no 2 Gali no 7 mahipalpur mahipalpur, 110037 New Delhi, India",plot no 156 road no 2 Gali no 7 mahipalpur mahipalpur,7.1,https://r-cf.bstatic.com/images/hotel/max500/226/226021159.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&center=28.5561393,77.0999424&size=1600x1200&zoom=15&markers=color:blue%7c28.5561393,77.0999424&client=gme-booking&channel=booking-frontend&signature=K4RiR9Ep4y0ZbzgWCnPjqM3aNEM="
4,Hotel Sky,https://www.booking.com/hotel/in/sky-new-delhi.html,"Located in New Delhi, 8 miles from Qutub Minar, Hotel Sky provides accommodations with a restaurant, free private parking, a shared lounge and a terrace.",India,110037,Delhi NCR,"Mahipalpur Vasant Kunj Road,Near Aggarwal Sweet Near IGI Airport ,Mahipalpur Extn, 110037 New Delhi, India","Mahipalpur Vasant Kunj Road,Near Aggarwal Sweet Near IGI Airport ,Mahipalpur Extn",7.9,https://r-cf.bstatic.com/images/hotel/max500/232/232535147.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&markers=color:blue%7c28.5559426,77.1011375&size=1600x1200&zoom=15&center=28.5559426,77.1011375&client=gme-booking&channel=booking-frontend&signature=LPAW3Ej7tiMBtg3atbnuhL9iynw="
5,Hotel The Westend Green,https://www.booking.com/hotel/in/yuvee-grand.html,"Located in New Delhi and with Qutub Minar reachable within 9 miles, Hotel The Westend Green provides express check-in and check-out, rooms, a shared...",India,110037,Delhi NCR,"Westend Green, Rangpuri, Mahipalpur , 110037 New Delhi, India","Westend Green, Rangpuri, Mahipalpur",7.6,https://r-cf.bstatic.com/images/hotel/max500/232/232923246.jpg,Prices for upcoming dates start at $9 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.5564603,77.0925785&zoom=15&sensor=false&center=28.5564603,77.0925785&client=gme-booking&channel=booking-frontend&signature=6OTXsxifn9eLW5tU49UkNEpZ6I0="
6,Hotel The Green Height,https://www.booking.com/hotel/in/galaxy-rooms.html,Hotel Galaxy Rooms offers rooms in New Delhi. This 3-star hotel offers free WiFi. Free private parking is available on site.,India,110037,Delhi NCR,"Westend Green farm,Near Shiv Murti(Statue),Rangpuri,Mahipalpur Extn, 110037 New Delhi, India","Westend Green farm,Near Shiv Murti(Statue),Rangpuri,Mahipalpur Extn",8.8,https://r-cf.bstatic.com/images/hotel/max500/232/232924730.jpg,Prices for upcoming dates start at $10 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5562229,77.1014732&zoom=15&sensor=false&center=28.5562229,77.1014732&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=SKhRinZVslVPg2yyYHWd8K3cQTA="
7,Treebo Trend Natraj Yes Please,https://www.booking.com/hotel/in/natraj-yes-please.html,"Located 66 feet from the R K Ashram Metro Station, 1148 feet from New Delhi Railway Station and 0.",India,110055,Delhi NCR,"1750, Chuna Mandi, Opposite Imperial Cinema, Pahar Ganj, Delhi 110055, Paharganj, 110055 New Delhi, India","1750, Chuna Mandi, Opposite Imperial Cinema, Pahar Ganj, Delhi 110055",8.0,https://r-cf.bstatic.com/images/hotel/max500/147/147589314.jpg,Prices for upcoming dates start at $16 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6407767,77.2094116&center=28.6407767,77.2094116&size=1600x1200&zoom=15&sensor=false&client=gme-booking&channel=booking-frontend&signature=kE0LKND3ClpW0ZrsymFGCoaS9rQ="
8,Madpackers Delhi,https://www.booking.com/hotel/in/the-madpackers-hostel.html,Madpackers Delhi is located in New Delhi and provides a 24-hour front desk for the convenience of the guests.,India,110017,Delhi NCR,"S-39A, Third Floor, Panchsheel Park, 110017 New Delhi, India","S-39A, Third Floor, Panchsheel Park",8.7,https://r-cf.bstatic.com/images/hotel/max500/200/200099659.jpg,Prices for upcoming dates start at $7 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5428494,77.2140706&size=1600x1200&zoom=15&sensor=false&center=28.5428494,77.2140706&client=gme-booking&channel=booking-frontend&signature=kZfnMwfpIaGLTP2MO8tJQB7n9q0="
9,Hotel Viva Palace,https://www.booking.com/hotel/in/viva-and-banquet.html,"Featuring a terrace and free WiFi, Hotel Viva Palace is located in New Delhi.",India,110037,Delhi NCR,"Delhi - Jaipur Expressway 443-L Mahipalpur, Near I.G.I. Airport (T3), Mahipalpur, 110037 New Delhi, India","Delhi - Jaipur Expressway 443-L Mahipalpur, Near I.G.I. Airport (T3)",7.0,https://r-cf.bstatic.com/images/hotel/max500/129/129770873.jpg,Prices for upcoming dates start at $27 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5457861,77.1231354&sensor=false&size=1600x1200&zoom=15&markers=color:blue%7c28.5457861,77.1231354&client=gme-booking&channel=booking-frontend&signature=A-qZTO2s__7PwLHT401u1HqvQgo="
10,Bunkin Hostel,https://www.booking.com/hotel/in/bunkin.html,"Bunkin Hostel in New Delhi provides adults only accommodations with a bar, a shared lounge and a terrace.",India,110019,Delhi NCR,"C 59/B, Kalkaji near Nehru Enclave Metro Station, 110019 New Delhi, India","C 59/B, Kalkaji near Nehru Enclave Metro Station",7.4,https://r-cf.bstatic.com/images/hotel/max500/225/225696100.jpg,Prices for upcoming dates start at $4 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&size=1600x1200&zoom=15&center=28.5455150,77.2537580&markers=color:blue%7c28.5455150,77.2537580&client=gme-booking&channel=booking-frontend&signature=LxA11VJkC7Fsn_BRQaioPgR-jHo="
11,HOTEL BMD Delhi Airport,https://www.booking.com/hotel/in/bmd-delhi-airport.html,"Well set in the Mahipalpur district of New Delhi, HOTEL BMD Delhi Airport is located 6 miles from Qutub Minar, 8 miles from Rashtrapati Bhavan and 8 miles...",India,110037,Delhi NCR,"MAHIPALPUR , Airport vasant kunj Marg, NH - 8, near , Airport, New Delhi, Mahipalpur, 110037 New Delhi, India","MAHIPALPUR , Airport vasant kunj Marg, NH - 8, near , Airport, New Delhi",,https://r-cf.bstatic.com/images/hotel/max500/235/235153217.jpg,Prices for upcoming dates start at $28 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5432090,77.1285890&sensor=false&zoom=15&center=28.5432090,77.1285890&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=AVHO4qHVyKzife9WN2CyKm2P6aQ="
12,Holiday Inn Express New Delhi International Airport T3,https://www.booking.com/hotel/in/eaton-smart-new-delhi-airport.html,"Located 6 miles from Qutub Minar, Holiday Inn Express New Delhi International Airport T3 has rooms with air conditioning in New Delhi.",India,110037,Delhi NCR,"Level 5, Terminal 3, IGI Airport, 110037 New Delhi, India","Level 5, Terminal 3, IGI Airport",6.8,https://r-cf.bstatic.com/images/hotel/max500/224/224876727.jpg,Prices for upcoming dates start at $75 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&sensor=false&markers=color:blue%7c28.5572016,77.0988961&center=28.5572016,77.0988961&client=gme-booking&channel=booking-frontend&signature=_IpQZYOfxLWO9Lmwm8klqQ5Z2PQ="
13,Hotel The Vegas Delhi Airport,https://www.booking.com/hotel/in/the-vegas.html,"Located in New Delhi, 7 miles from Qutub Minar, Hotel The Vegas Delhi Airport provides accommodations with a restaurant, free private parking and a shared...",India,110037,Delhi NCR,"A-250, Street Number 6, Near NH-8, Block RZ, Mahipalpur Village, Mahipalpur, 110037 New Delhi, India","A-250, Street Number 6, Near NH-8, Block RZ, Mahipalpur Village",6.7,https://r-cf.bstatic.com/images/hotel/max500/217/217329552.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5511172,77.1312151&markers=color:blue%7c28.5511172,77.1312151&zoom=15&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=_rP6OmCbspg-n52jJcH-EE85Wz4="
14,OYO 35361 Leisurrestay,https://www.booking.com/hotel/in/oyo-35361-leisurrestay.html,"Located in New Delhi, within 4.4 miles of Swaminarayan Akshardham and 5 miles of Raj Ghat, OYO 35361 Leisurrestay has accommodations with free WiFi...",India,123456,Delhi NCR,"Gali no. 1, Market Main Rd, Madhu Vihar, I.P.Extension, Patparganj, Delhi, Patparganj, 123456 New Delhi, India","Gali no. 1, Market Main Rd, Madhu Vihar, I.P.Extension, Patparganj, Delhi",,https://r-cf.bstatic.com/images/hotel/max500/189/189472456.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&size=1600x1200&zoom=15&markers=color:blue%7c28.6362190,77.3052500&center=28.6362190,77.3052500&client=gme-booking&channel=booking-frontend&signature=ScO-O_JsOVUpxH4ATJJrysWxqBo="
15,Backpackers Heaven@ New King,https://www.booking.com/hotel/in/backpackers-heaven-new-king.html,Backpackers Heaven@ New King features air-conditioned rooms with cable flat-screen TV in the Paharganj district of New Delhi.,India,110011,Delhi NCR,"15/16 Ram Dwara Main Bazar Pahar Ganj, Paharganj, 110011 New Delhi, India",15/16 Ram Dwara Main Bazar Pahar Ganj,7.5,https://r-cf.bstatic.com/images/hotel/max500/113/113665328.jpg,Prices for upcoming dates start at $6 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6407338,77.2130862&zoom=15&sensor=false&center=28.6407338,77.2130862&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=V1g7ZQnHbbW4d7nGrZum26PUwlw="
16,Hotel Aura @airport,https://www.booking.com/hotel/in/aura-airport.html,"Located at just a 5-minute drive from the Indira Gandhi International Airport, Aerocity Hotel Aura operates a 24-hour front desk to welcome guests at all...",India,110037,Delhi NCR,"RZ-293, A Block, Mahipalpur, Mahipalpur, 110037 New Delhi, India","RZ-293, A Block, Mahipalpur",7.4,https://r-cf.bstatic.com/images/hotel/max500/176/176736955.jpg,Prices for upcoming dates start at $23 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&markers=color:blue%7c28.5507796,77.1299647&sensor=false&center=28.5507796,77.1299647&client=gme-booking&channel=booking-frontend&signature=nJE0OW8OSTZjxO9ZBPuRX21itiw="
17,ibis New Delhi Aerocity - An AccorHotels Brand,https://www.booking.com/hotel/in/ibis-delhi-airport.html,ibis New Delhi Aerocity offers modern rooms at just a 10-minute drive from Delhi International Airport.,India,110037,Delhi NCR,"IGI Airport , 110037 New Delhi, India",IGI Airport,7.8,https://r-cf.bstatic.com/images/hotel/max500/975/97531939.jpg,Prices for upcoming dates start at $69 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5511185,77.1234816&markers=color:blue%7c28.5511185,77.1234816&size=1600x1200&sensor=false&zoom=15&client=gme-booking&channel=booking-frontend&signature=CycFQAunIrl1-lm8MyKzi2lg9jE="
18,FabHotel Aries Delhi Airport,https://www.booking.com/hotel/in/fabhotel-aries-delhi-airport.html,"Located in New Delhi, within 7 miles of Qutub Minar and 8 miles of Gandhi Smriti, FabHotel Aries Delhi Airport has accommodations with a terrace as well as...",India,110037,Delhi NCR,"A-137, Road No. 4, Mahipalpur, Near Indira Gandhi International Airport, Delhi - 110037 Near Indira Gandhi International Airport, Delhi - 110037, Mahipalpur, 110037 New Delhi, India","A-137, Road No. 4, Mahipalpur, Near Indira Gandhi International Airport, Delhi - 110037 Near Indira Gandhi International Airport, Delhi - 110037",8.0,https://r-cf.bstatic.com/images/hotel/max500/151/151711940.jpg,Prices for upcoming dates start at $24 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&markers=color:blue%7c28.5494470,77.1298350&sensor=false&size=1600x1200&center=28.5494470,77.1298350&client=gme-booking&channel=booking-frontend&signature=mKalT2laE_-UixktMbdoUyC2As8="
19,Novotel New Delhi Aerocity - An AccorHotels Brand,https://www.booking.com/hotel/in/novotel-new-delhi-aerocity.html,"Located at a 7 minutes’ drive from the Indira Gandhi International Airport, Novotel New Delhi Aerocity offers 2 family-friendly dining options including a...",India,110037,Delhi NCR,"Asset No 2 Aerocity Hospitality District IGI Airport New Delhi, 110037 New Delhi, India",Asset No 2 Aerocity Hospitality District IGI Airport New Delhi,8.2,https://r-cf.bstatic.com/images/hotel/max500/107/107265877.jpg,Prices for upcoming dates start at $84 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5534920,77.1232400&center=28.5534920,77.1232400&zoom=15&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=rR6vWg0IGO_wcXSd1bN9oCgqt7U="
20,Hotel Glow Inn,https://www.booking.com/hotel/in/glow-inn.html,"Attractively located in the Paharganj district of New Delhi, Hotel Glow Inn is located 1.8 miles from Jantar Mantar, 1.8 miles from Jama Masjid and 2.",India,110055,Delhi NCR,"448 Chandi Wali Gali, Rattan lal Market, Main Bazar Rd, Paharganj, Paharganj, 110055 New Delhi, India","448 Chandi Wali Gali, Rattan lal Market, Main Bazar Rd, Paharganj",7.6,https://r-cf.bstatic.com/images/hotel/max500/142/142712710.jpg,Prices for upcoming dates start at $14 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.6421667,77.2143361&center=28.6421667,77.2143361&sensor=false&zoom=15&client=gme-booking&channel=booking-frontend&signature=QVItD6WVHU46IGderOsRI3gXMik="
21,Hotel Galaxy Inn,https://www.booking.com/hotel/in/prince-inn-bed-amp-breakfast.html,"Located in New Delhi, 8 miles from Qutub Minar and 9 miles from Rashtrapati Bhavan, Prince Inn Bed & breakfast has accommodations with free WiFi and a...",India,110037,Delhi NCR,"KH NO-A184 Road No-1 Mahipalpur, 110037 New Delhi, India",KH NO-A184 Road No-1 Mahipalpur,7.6,https://r-cf.bstatic.com/images/hotel/max500/232/232924344.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5563609,77.1014938&markers=color:blue%7c28.5563609,77.1014938&size=1600x1200&sensor=false&zoom=15&client=gme-booking&channel=booking-frontend&signature=rO20y8ks7bU3FoWQekHuGcgaiRA="
22,Hotel Euro Delhi Airport,https://www.booking.com/hotel/in/euro-delhi-airport.html,"Ideally set in the Mahipalpur district of New Delhi, Hotel Euro Delhi Airport is located 6 miles from Qutub Minar, 8 miles from Rashtrapati Bhavan and 8...",India,110037,Delhi NCR,"Hotel Euro Delhi Airport, IGI Airport, T3 Road 59K Mahipalpur Vasant Road Near WTI, Mahipalpur, 110037 New Delhi, India","Hotel Euro Delhi Airport, IGI Airport, T3 Road 59K Mahipalpur Vasant Road Near WTI",,https://r-cf.bstatic.com/images/hotel/max500/235/235096595.jpg,Prices for upcoming dates start at $9 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5432157,77.1286036&zoom=15&center=28.5432157,77.1286036&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=OnlBy9bEi15OH2y2xqqUUo2Gz08="
23,Hotel Aero Palace,https://www.booking.com/hotel/in/aero-palace.html,"Attractively located in the South West district of New Delhi, Hotel Aero Palace is located 9 miles from Qutub Minar, 10 miles from Gandhi Smriti and 11...",India,110037,Delhi NCR,"Road No 4 NH-8,Near Delhi IGI Airport, 110037 New Delhi, India","Road No 4 NH-8,Near Delhi IGI Airport",9.3,https://r-cf.bstatic.com/images/hotel/max500/235/235844787.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5570433,77.0868259&sensor=false&zoom=15&size=1600x1200&center=28.5570433,77.0868259&client=gme-booking&channel=booking-frontend&signature=jfKAol228ZAMh3YgBdzW2JomdpQ="
24,"Lemon Tree Premier, Delhi Airport",https://www.booking.com/hotel/in/lemon-tree-premier-delhi-aerocity.html,"Located in Aerocity, Delhi NCR Lemon Tree Premier, Delhi Aerocity offers chic and modern guestrooms just 10 minutes' drive from the airports.",India,110037,Delhi NCR,"Asset No. 6, Aerocity Hospitality District, Indira Gandhi International Airport, 110037 New Delhi, India","Asset No. 6, Aerocity Hospitality District, Indira Gandhi International Airport",7.8,https://r-cf.bstatic.com/images/hotel/max500/359/35948792.jpg,Prices for upcoming dates start at $77 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5519761,77.1206117&center=28.5519761,77.1206117&sensor=false&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=_HtM7S8RWwQUIJTpLLBvK2aw56c="
25,"Lemon Tree Premier, Delhi Airport",https://www.booking.com/hotel/in/lemon-tree-premier-delhi-aerocity.html,"Located in Aerocity, Delhi NCR Lemon Tree Premier, Delhi Aerocity offers chic and modern guestrooms just 10 minutes' drive from the airports.",India,110037,Delhi NCR,"Asset No. 6, Aerocity Hospitality District, Indira Gandhi International Airport, 110037 New Delhi, India","Asset No. 6, Aerocity Hospitality District, Indira Gandhi International Airport",7.8,https://r-cf.bstatic.com/images/hotel/max500/359/35948792.jpg,Prices for upcoming dates start at $77 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&markers=color:blue%7c28.5519761,77.1206117&size=1600x1200&sensor=false&center=28.5519761,77.1206117&client=gme-booking&channel=booking-frontend&signature=NhAgRrDGeQ1YQYt4JAJiiUVzCOw="
26,Hotel Milan Plaza Delhi Airport,https://www.booking.com/hotel/in/marry-delhi-airport.html,"Located in New Delhi, 7 miles from Qutub Minar, Hotel Milan Plaza Delhi Airport has accommodations with a restaurant, free private parking, a bar and a...",India,110037,Delhi NCR,"Near Delhi Airport,Mahipalpur,Road no 4 Block A, Mahipalpur, 110037 New Delhi, India","Near Delhi Airport,Mahipalpur,Road no 4 Block A",10.0,https://r-cf.bstatic.com/images/hotel/max500/227/227922774.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5493180,77.1302830&size=1600x1200&sensor=false&zoom=15&center=28.5493180,77.1302830&client=gme-booking&channel=booking-frontend&signature=8o-Msd0pXkwk4WVn8GtLFMZbj-M="
27,"Eros Hotel New Delhi, Nehru Place",https://www.booking.com/hotel/in/eros-hotel-new-delhi-nehru-place.html,"Set in South Delhi, Eros Hotel New Delhi, Nehru Place features an outdoor swimming pool and a spa & wellness center.",India,110019,Delhi NCR,"Nehru Place, Nehru Place, 110019 New Delhi, India",Nehru Place,7.8,https://r-cf.bstatic.com/images/hotel/max500/470/47096340.jpg,Prices for upcoming dates start at $90 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5498840,77.2495240&markers=color:blue%7c28.5498840,77.2495240&sensor=false&size=1600x1200&zoom=15&client=gme-booking&channel=booking-frontend&signature=p3gDKpyBdm8D9JsN-_PC1zQF2cw="
28,Hilton Garden Inn New Delhi/Saket,https://www.booking.com/hotel/in/hilton-garden-inn-new-delhi-saket.html,"Hilton Garden Inn Saket is located in DLF Place Mall in Saket, South Delhi. 3.1 mi from Nehru Place and 5.6 mi from Okhla.",India,110017,Delhi NCR,"A4, DLF PLace Saket District Centre, Saket, 110017 New Delhi, India","A4, DLF PLace Saket District Centre",8.1,https://r-cf.bstatic.com/images/hotel/max500/150/15047694.jpg,Prices for upcoming dates start at $62 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.5280576,77.2182226&zoom=15&center=28.5280576,77.2182226&sensor=false&client=gme-booking&channel=booking-frontend&signature=FaIhgWCU1frQyrNNuFvWThYRhbQ="
29,Hotel Le Mount,https://www.booking.com/hotel/in/krone.html,"Located in New Delhi, 8 miles from Qutub Minar, Hotel Le Mount provides accommodations with a bar, free private parking and a garden.",India,110037,Delhi NCR,"A 450 road no 4 Gali no 11 Mahipalpur  new Delhi, 110037 New Delhi, India",A 450 road no 4 Gali no 11 Mahipalpur  new Delhi,7.2,https://r-cf.bstatic.com/images/hotel/max500/167/167356001.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&markers=color:blue%7c28.5566225,77.0989999&center=28.5566225,77.0989999&size=1600x1200&zoom=15&client=gme-booking&channel=booking-frontend&signature=evCfYYZLXSgTkIznnOyzyWCiC88="
30,Backpackers by OPO Rooms,https://www.booking.com/hotel/in/backpackers-by-opo-rooms.html,"Located in New Delhi, within 7 miles of Qutub Minar and 8 miles of Rashtrapati Bhavan, Backpackers by OPO Rooms has accommodations with a shared lounge and...",India,110037,Delhi NCR,"A-260/1, Road no. 6, Near Hotel Almati Inn, NH-8, Mahipalpur, Mahipalpur, 110037 New Delhi, India","A-260/1, Road no. 6, Near Hotel Almati Inn, NH-8, Mahipalpur",7.2,https://r-cf.bstatic.com/images/hotel/max500/219/219097564.jpg,Prices for upcoming dates start at $6 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&zoom=15&markers=color:blue%7c28.5510440,77.1301570&size=1600x1200&center=28.5510440,77.1301570&client=gme-booking&channel=booking-frontend&signature=HrHJ48-uGTaRfECRsBUwUSS3hXE="
31,FabHotel Conclave Comfort East Of Kailash,https://www.booking.com/hotel/in/fabhotel-conclave-comfort-east-of-kailash.html,"Located in New Delhi, 1.5 miles from Lotus Temple, FabHotel Conclave Comfort East Of Kailash features views of the city.",India,110048,Delhi NCR,"D-150 East Of Kailash , Near National Heart Institute , New Delhi 110065 Near National Heart Institute , New Delhi 110065, 110048 New Delhi, India","D-150 East Of Kailash , Near National Heart Institute , New Delhi 110065 Near National Heart Institute , New Delhi 110065",7.2,https://r-cf.bstatic.com/images/hotel/max500/222/222469078.jpg,Prices for upcoming dates start at $22 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5563130,77.2476400&markers=color:blue%7c28.5563130,77.2476400&size=1600x1200&sensor=false&zoom=15&client=gme-booking&channel=booking-frontend&signature=ixRAU4V0WpqhoyiXAT_Uhchek7c="
32,Aromatic - Central Delhi,https://www.booking.com/hotel/in/backpackers-city-centre.html,"Featuring a bar, terrace and views of garden, Aromatic - Central Delhi is located in New Delhi, 1.3 miles from Gurudwara Bangla Sahib.",India,110001,Delhi NCR,"Metro Pillar Number 8, 43 Panchkuian Road, 110001 New Delhi, India","Metro Pillar Number 8, 43 Panchkuian Road",8.2,https://r-cf.bstatic.com/images/hotel/max500/224/224726168.jpg,Prices for upcoming dates start at $6 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&center=28.6382317,77.2101645&sensor=false&markers=color:blue%7c28.6382317,77.2101645&client=gme-booking&channel=booking-frontend&signature=5F9KeaFa2NFrrrGMSUy4W28vLmk="
33,Hotel Grand Uddhav - Delhi City Center,https://www.booking.com/hotel/in/grand-uddhav-dx.html,"Located in New Delhi, within a 20-minute walk of Gurudwara Bangla Sahib and 1.",India,110055,Delhi NCR,"4953 Nehru Bazar, Paharganj, Paharganj, 110055 New Delhi, India","4953 Nehru Bazar, Paharganj",7.9,https://r-cf.bstatic.com/images/hotel/max500/219/219069634.jpg,Prices for upcoming dates start at $29 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6402550,77.2130970&sensor=false&size=1600x1200&zoom=15&center=28.6402550,77.2130970&client=gme-booking&channel=booking-frontend&signature=q4xesxxzWHIxZJg02w1wcLIqTMw="
34,OYO 11594 Hotel TVS,https://www.booking.com/hotel/in/oyo-11594-tvs-delhi12345.html,"Located in New Delhi, within 1.7 miles of Gurudwara Bangla Sahib and 1.",India,110055,Delhi NCR,"9293/6, Multani dhanda, Arakashan Road , Paharganj, 110055 New Delhi, India","9293/6, Multani dhanda, Arakashan Road",8.0,https://r-cf.bstatic.com/images/hotel/max500/128/128388419.jpg,Prices for upcoming dates start at $14 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&markers=color:blue%7c28.6471512,77.2108432&zoom=15&center=28.6471512,77.2108432&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=Mk3meuZ7Z6Jj0Cs_cRYLrg24yEE="
35,Hotel Platinum Delhi Airport,https://www.booking.com/hotel/in/platinum-delhi-airport.html,"Located in New Delhi, 8 miles from Qutub Minar, Hotel Platinum Delhi Airport has accommodations with a restaurant, free private parking and a shared...",India,110037,Delhi NCR,"Road Number 4 A 185, Block A, Mahipalpur, 110037 New Delhi, India","Road Number 4 A 185, Block A, Mahipalpur",7.8,https://r-cf.bstatic.com/images/hotel/max500/221/221024095.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.5561620,77.0999580&center=28.5561620,77.0999580&zoom=15&sensor=false&client=gme-booking&channel=booking-frontend&signature=ggomCnrI9oCKBq4Vq606_uxoGjo="
