,name,url,description,addressCountry,postalCode,addressRegion,streetAddress,addressLocality,rating,image,priceRange,hasMap
142,Hotel LA Pearl Inn,https://www.booking.com/hotel/in/la-pearl-new-delhi.html,"Located in New Delhi, 6 miles from Qutub Minar, Hotel LA Pearl Inn provides accommodations with a restaurant, free private parking, a shared lounge and a...",India,110037,Delhi NCR,"A-3 KHASRA NO. 337/1, A BLOCK, MAIN VASANT KUNJ ROAD MAHIPALPUR EXTN., Delhi 110037, Mahipalpur, 110037 New Delhi, India","A-3 KHASRA NO. 337/1, A BLOCK, MAIN VASANT KUNJ ROAD MAHIPALPUR EXTN., Delhi 110037",8.2,https://r-cf.bstatic.com/images/hotel/max500/229/229688044.jpg,Prices for upcoming dates start at $10 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5442700,77.1287230&center=28.5442700,77.1287230&sensor=false&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=Kt9LFXl6lHo--BFXtPwUdf4W0i4="
143,Andaz Delhi Aerocity- Concept by Hyatt,https://www.booking.com/hotel/in/andaz-delhi.html,The property is located at a distance of 2.2 mi from the Indira Gandhi International airport. The Aerocity Metro Station is 2625 ft.,India,110037,Delhi NCR,"Aerocity, New Delhi, 110037 New Delhi, India","Aerocity, New Delhi",8.7,https://r-cf.bstatic.com/images/hotel/max500/113/113608724.jpg,Prices for upcoming dates start at $113 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&markers=color:blue%7c28.5544060,77.1218910&zoom=15&center=28.5544060,77.1218910&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=TfWGVs7o5cEtUVnArBGrz7A0Yog="
144,Hotel Transit IGI,https://www.booking.com/hotel/in/transit-igi.html,"Located in New Delhi, 7 miles from Qutub Minar, Hotel Transit IGI has accommodations with a restaurant, free private parking and a shared lounge.",India,110037,Delhi NCR,"A-59, Mahipalpur, Mahipalpur, 110037 New Delhi, India","A-59, Mahipalpur",7.7,https://r-cf.bstatic.com/images/hotel/max500/133/133677975.jpg,Prices for upcoming dates start at $28 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&sensor=false&center=28.5426610,77.1225980&markers=color:blue%7c28.5426610,77.1225980&client=gme-booking&channel=booking-frontend&signature=_q88ziEU1NCcQTjKsx5sydrHnLQ="
145,FabHotel Divine Inn,https://www.booking.com/hotel/in/oyo-rooms-new-friends-colony-2.html,"Located in New Delhi, 3 miles from Humayun's Tomb, FabHotel Divine Inn provides air-conditioned rooms and a restaurant. The property is around 3.",India,110065,Delhi NCR,"7 B Dr.  C.V. Raman Road Near Gurudwara New Friends colony , New Friends Colony, 110065 New Delhi, India",7 B Dr.  C.V. Raman Road Near Gurudwara New Friends colony,7.1,https://r-cf.bstatic.com/images/hotel/max500/219/219008011.jpg,Prices for upcoming dates start at $21 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&center=28.5704170,77.2669660&markers=color:blue%7c28.5704170,77.2669660&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=cL7hS2dbLgCEqufzj2_hYPWHnqI="
146,ATLANTA @ New Delhi Train Station,https://www.booking.com/hotel/in/atlanta-new-delhi-train-station.html,"Located within 1.3 mi of Jantar Mantar, ATLANTA @ New Delhi Train Station in New Delhi has a number of amenities including a garden. 1.",India,110055,Delhi NCR,"7970-71,Arakashan Road, Pahar Ganj, New Delhi, Paharganj, 110055 New Delhi, India","7970-71,Arakashan Road, Pahar Ganj, New Delhi",7.7,https://r-cf.bstatic.com/images/hotel/max500/145/145316119.jpg,Prices for upcoming dates start at $6 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&markers=color:blue%7c28.6460920,77.2141960&sensor=false&center=28.6460920,77.2141960&client=gme-booking&channel=booking-frontend&signature=0AbKbmpaq6n8VEOHafq30eWeztc="
147,Hotel Geeta Saar,https://www.booking.com/hotel/in/geetasaar.html,"Located within 3.7 mi from the popular attractions like the Raj Ghat, Jama Masjid and the Red Fort, Hotel Geetasaar operates a 24-hour front desk to...",India,110055,Delhi NCR,"3801-3803 Gali Ramnath Patwa, Paharganj, 110055 New Delhi, India",3801-3803 Gali Ramnath Patwa,7.4,https://r-cf.bstatic.com/images/hotel/max500/982/98275124.jpg,Prices for upcoming dates start at $20 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&size=1600x1200&center=28.6434055,77.2175092&markers=color:blue%7c28.6434055,77.2175092&zoom=15&client=gme-booking&channel=booking-frontend&signature=GEocffNXnTD_bfmJuRNXoSJG7zs="
148,The Park New Delhi,https://www.booking.com/hotel/in/the-park-new-delhi.html,"A luxury hotel in New Delhi’s Connaught Place, The Park New Delhi offers accommodations with modern comforts.",India,110001,Delhi NCR,"15 Parliament Street, Near Connaught Place, Connaught Place, 110001 New Delhi, India","15 Parliament Street, Near Connaught Place",7.3,https://r-cf.bstatic.com/images/hotel/max500/359/35952799.jpg,Prices for upcoming dates start at $85 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6288717,77.2161573&zoom=15&sensor=false&center=28.6288717,77.2161573&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=22OpPdit2MyQQfy9QNAvGYMAOLM="
149,"The Golden Palms Hotel & Spa, Delhi",https://www.booking.com/hotel/in/the-golden-palms-amp-spa-delhi.html,"Offering a spa and wellness center and a fitness center, The Golden Palms Hotel & Spa, Delhi has a 24-hour front desk is located in Delhi.",India,110092,Delhi NCR,"6-C, Opp. Balaji Max Hospital, East Delhi Police Headquarter, Patparganj, Delhi - 110092, Patparganj, 110092 New Delhi, India","6-C, Opp. Balaji Max Hospital, East Delhi Police Headquarter, Patparganj, Delhi - 110092",6.2,https://r-cf.bstatic.com/images/hotel/max500/217/21795465.jpg,Prices for upcoming dates start at $42 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&markers=color:blue%7c28.6294320,77.3149753&center=28.6294320,77.3149753&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=MhodkdXp7vC3cWqV7Tc41h9-Qfg="
150,Hotel Param Palace,https://www.booking.com/hotel/in/param-palace.html,"Located in New Delhi, within 7 miles of Qutub Minar and 9 miles of Rashtrapati Bhavan, Hotel Param Palace provides accommodations with a terrace as well as...",India,110037,Delhi NCR,"A-12, Kh No.-404, Road No.-2, Near IGI Airport, Mahipalpur Extn.,, 110037 New Delhi, India","A-12, Kh No.-404, Road No.-2, Near IGI Airport, Mahipalpur Extn.",7.5,https://r-cf.bstatic.com/images/hotel/max500/225/225577878.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5501660,77.1133190&size=1600x1200&sensor=false&markers=color:blue%7c28.5501660,77.1133190&zoom=15&client=gme-booking&channel=booking-frontend&signature=iFUEGtIDKuSQbhk8e07lEsiZA4w="
151,LetsBunk Poshtel,https://www.booking.com/hotel/in/letsbunk-poshtel.html,"Located in New Delhi, 3.3 miles from Qutub Minar, LetsBunk Poshtel provides air-conditioned rooms and a bar.",India,110016,Delhi NCR,"T40 Hauz Khas Village, Hauz Khas, 110016 New Delhi, India",T40 Hauz Khas Village,8.5,https://r-cf.bstatic.com/images/hotel/max500/106/106260271.jpg,Prices for upcoming dates start at $11 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5525374,77.1944475&zoom=15&size=1600x1200&center=28.5525374,77.1944475&sensor=false&client=gme-booking&channel=booking-frontend&signature=pwUDrL1cTHbBJig7RF5-Qu5S8Ck="
152,Hotel Kaushal palace,https://www.booking.com/hotel/in/kaushal-palace.html,"Ideally located in the Paharganj district of New Delhi, Hotel Kaushal palace is located 1.2 miles from Gurudwara Bangla Sahib, 1.",India,110055,Delhi NCR,"Hotel Kuashal palace, 1521 sangatrashan gali paharganj new delhi 1521 sangatrahan gali paharganj new delhi 110055, Paharganj, 110055 New Delhi, India","Hotel Kuashal palace, 1521 sangatrashan gali paharganj new delhi 1521 sangatrahan gali paharganj new delhi 110055",7.9,https://r-cf.bstatic.com/images/hotel/max500/227/227719823.jpg,Prices for upcoming dates start at $17 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&center=28.6415394,77.2126925&zoom=15&markers=color:blue%7c28.6415394,77.2126925&sensor=false&client=gme-booking&channel=booking-frontend&signature=uf9J6hQEF5Q11NrsmIE9kd5iQTQ="
153,TG Tashkent Hotel Paharganj,https://www.booking.com/hotel/in/tg-tashkent.html,"Located in the Paharganj district in New Delhi, 2.1 mi from Jantar Mantar, TG Tashkent Hotel features a restaurant and free WiFi.",India,110055,Delhi NCR,"2710, Chuna Mandi, Paharganj, Paharganj, 110055 New Delhi, India","2710, Chuna Mandi, Paharganj",7.8,https://r-cf.bstatic.com/images/hotel/max500/190/190697337.jpg,Prices for upcoming dates start at $16 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&sensor=false&markers=color:blue%7c28.6436838,77.2110933&center=28.6436838,77.2110933&client=gme-booking&channel=booking-frontend&signature=3uyOVaf7NVA3tf_l_Q0nrfkLXyg="
154,Hotel Airway Palace,https://www.booking.com/hotel/in/airway-palace.html,"Located in New Delhi, 8 miles from Qutub Minar, Hotel Airway Palace has accommodations with a restaurant, free private parking, a shared lounge and a...",India,110037,Delhi NCR,"Road No 4, Street No 11 Mahipalpur, 110037 New Delhi, India","Road No 4, Street No 11 Mahipalpur",7.1,https://r-cf.bstatic.com/images/hotel/max500/165/165862060.jpg,Prices for upcoming dates start at $16 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&center=28.5544563,77.1063443&size=1600x1200&zoom=15&markers=color:blue%7c28.5544563,77.1063443&client=gme-booking&channel=booking-frontend&signature=naa3Ii8hqD4EJeApf906UUDQOGk="
155,Nomadia Hostel By Anara Homes & Villas,https://www.booking.com/hotel/in/nomadia-hostel-by-anara-homes-amp-villas-new-delhi.html,Nomadia Hostel By Anara Homes & Villas in New Delhi provides adults only accommodations with a shared lounge and a terrace. The property is around 2.,India,110048,Delhi NCR,"E-615 Greater Kailash-2 Ground Floor, 110048 New Delhi, India",E-615 Greater Kailash-2 Ground Floor,8.6,https://r-cf.bstatic.com/images/hotel/max500/170/170259588.jpg,Prices for upcoming dates start at $6 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5412940,77.2406330&zoom=15&size=1600x1200&sensor=false&center=28.5412940,77.2406330&client=gme-booking&channel=booking-frontend&signature=YkPm6-lkLfdwFWEIf2KRYB07hRc="
156,Hotel Nitya Maharani New Delhi - Live the Life,https://www.booking.com/hotel/in/nitya-maharani.html,"Located in New Delhi,New Delhi Railway Station from Hotel is 1312 foot, 1.",India,110055,Delhi NCR,"xv/7884/1 Plot No. 27 Nai Basti Arakashan Road, Paharganj, 110055 New Delhi, India",xv/7884/1 Plot No. 27 Nai Basti Arakashan Road,7.9,https://r-cf.bstatic.com/images/hotel/max500/218/218031889.jpg,Prices for upcoming dates start at $26 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&center=28.6463708,77.2153075&size=1600x1200&zoom=15&markers=color:blue%7c28.6463708,77.2153075&client=gme-booking&channel=booking-frontend&signature=yVuCSDVUsIXSxAAHxtY2QtAEsyc="
157,Hotel Shivam International,https://www.booking.com/hotel/in/shivam-international.html,"Located in New Delhi, within 1.7 miles of Jama Masjid and 1.",India,110055,Delhi NCR,"1335, Sang Trashan, New Delhi Railway Station, Paharganj, 110055 New Delhi, India","1335, Sang Trashan, New Delhi Railway Station",6.2,https://r-cf.bstatic.com/images/hotel/max500/980/98063615.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&center=28.6435600,77.2129762&markers=color:blue%7c28.6435600,77.2129762&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=MUbOfRjpYCeVEGcOph7azz_SnpI="
158,The JRD Luxury Boutique Hotel,https://www.booking.com/hotel/in/the-jrd-luxury-botique.html,"The JRD Luxury Boutique Hotel offers a 24-hour front desk, free Wi-Fi and free private parking on site.",India,110029,Delhi NCR,"B-7/113 A, Safdarjung Enclave, next to Deer park, Safdarjung Enclave, 110029 New Delhi, India","B-7/113 A, Safdarjung Enclave, next to Deer park",6.5,https://r-cf.bstatic.com/images/hotel/max500/195/19562230.jpg,Prices for upcoming dates start at $28 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&markers=color:blue%7c28.5596753,77.1983609&sensor=false&zoom=15&center=28.5596753,77.1983609&client=gme-booking&channel=booking-frontend&signature=sUyfvsr4XFU7VTa2AMT12eee6vo="
159,OYO 9570 Hotel Pulse Impulse,https://www.booking.com/hotel/in/pulse-impulse.html,"Providing free Wi-Fi, Pulse Impulse offers charming rooms with breakfast included across from Maharani Bagh in New Delhi.",India,110014,Delhi NCR,"2 Ring Road, Opposite Maharani Bagh, New Friends Colony, 110014 New Delhi, India","2 Ring Road, Opposite Maharani Bagh",7.2,https://r-cf.bstatic.com/images/hotel/max500/132/132408041.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5724384,77.2627902&zoom=15&markers=color:blue%7c28.5724384,77.2627902&sensor=false&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=DYvHRc8tjeFrztIEDnIzNvyP-2Y="
160,"Taj Palace, New Delhi",https://www.booking.com/hotel/in/taj-palace-new-delhi.html,"Offering an outdoor swimming pool and 3 dining options, Taj Palace New Delhi is located in New Delhi. WiFi access is available.",India,110021,Delhi NCR,"Sardar Patel Marg, Chanakyapuri, 110021 New Delhi, India",Sardar Patel Marg,9.1,https://r-cf.bstatic.com/images/hotel/max500/365/36573971.jpg,Prices for upcoming dates start at $90 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&size=1600x1200&center=28.5957040,77.1711203&markers=color:blue%7c28.5957040,77.1711203&zoom=15&client=gme-booking&channel=booking-frontend&signature=qqAdPxdClz1jykDjUV_U5Z_uQe8="
161,A sleepy Fox,https://www.booking.com/hotel/in/a-sleepy-fox.html,"Located in New Delhi, 1.9 miles from Lotus Temple, A sleepy Fox provides accommodations with a restaurant, free private parking, a shared lounge and a...",India,110048,Delhi NCR,"B-13 2nd floor kailash colony, Kailash Colony, 110048 New Delhi, India",B-13 2nd floor kailash colony,9.5,https://r-cf.bstatic.com/images/hotel/max500/235/235269957.jpg,Prices for upcoming dates start at $7 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5519571,77.2404034&center=28.5519571,77.2404034&sensor=false&size=1600x1200&zoom=15&client=gme-booking&channel=booking-frontend&signature=QdlYuNGtzqA_QqIJR3gjuZK6Nw0="
162,Svelte Hotel and Personal Suites,https://www.booking.com/hotel/in/svelte-and-personal-suite.html,"Located within Select Citywalk Shopping Mall, a stroll from dining and entertainment options, Svelte Hotel and Personal Suite offers well-appointed suites...",India,110017,Delhi NCR,"A- 3, District Centre, Saket, Select City Walk Mall, Saket, 110017 New Delhi, India","A- 3, District Centre, Saket, Select City Walk Mall",7.2,https://r-cf.bstatic.com/images/hotel/max500/270/27074184.jpg,Prices for upcoming dates start at $80 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&center=28.5284723,77.2186357&zoom=15&sensor=false&markers=color:blue%7c28.5284723,77.2186357&client=gme-booking&channel=booking-frontend&signature=cYqeErNoyx9vm5GaCzj-0r1xgL4="
163,OYO 9155 Hotel Maya Cottage,https://www.booking.com/hotel/in/oyo-rooms-776-arakashan-road.html,OYO 9155 Hotel Maya Cottage features air-conditioned rooms with cable TV in the Paharganj district of New Delhi.,India,110055,Delhi NCR,"Opposite Church, Arakashan Road, Ram Nagar, Paharganj, 110055 New Delhi, India","Opposite Church, Arakashan Road, Ram Nagar",5.2,https://r-cf.bstatic.com/images/hotel/max500/110/110655879.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&markers=color:blue%7c28.6458000,77.2159000&sensor=false&center=28.6458000,77.2159000&client=gme-booking&channel=booking-frontend&signature=_MDxy3OCIvEFv9Rbeu-guQnbNr4="
164,EMBASSY SUITES,https://www.booking.com/hotel/in/embassy-suites-new-delhi.html,"Conveniently located in the Chanakyapuri district of New Delhi, EMBASSY SUITES is located 1.3 miles from Gandhi Smriti, 1.",India,110021,Delhi NCR,"Dharam Marg GOL BUILDING, Chanakyapuri, 110021 New Delhi, India",Dharam Marg GOL BUILDING,5.9,https://r-cf.bstatic.com/images/hotel/max500/207/207764391.jpg,Prices for upcoming dates start at $30 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&sensor=false&center=28.6030630,77.1893270&markers=color:blue%7c28.6030630,77.1893270&client=gme-booking&channel=booking-frontend&signature=8Pu2nH529JDWkxEjt-3ko6Gw_mg="
165,Airport Hotel New Sunrise Moon,https://www.booking.com/hotel/in/new-sunrise-moon.html,"Located in New Delhi, within 6 miles of Qutub Minar and 7 miles of Gandhi Smriti, Airport Hotel New Sunrise Moon provides accommodations with a shared...",India,110037,Delhi NCR,"H no 116/117  A Block Street No 3 Mahipalpur, Mahipalpur, 110037 New Delhi, India",H no 116/117  A Block Street No 3 Mahipalpur,7.4,https://r-cf.bstatic.com/images/hotel/max500/233/233990242.jpg,Prices for upcoming dates start at $10 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&size=1600x1200&center=28.5483550,77.1269030&markers=color:blue%7c28.5483550,77.1269030&zoom=15&client=gme-booking&channel=booking-frontend&signature=T74d-CpiWqWndi6UgJespmz52to="
166,The Grand Vikalp,https://www.booking.com/hotel/in/the-grand-vikalp.html,"Located in New Delhi, The Grand Vikalp is 1.2 mi from Lotus Temple, which features architecture in the shape of a lotus.",India,110048,Delhi NCR,"C-48A Greater Kailash 1, New Delhi - 110048 , Greater Kailash 1, 110048 New Delhi, India","C-48A Greater Kailash 1, New Delhi - 110048",7.8,https://r-cf.bstatic.com/images/hotel/max500/188/188434186.jpg,Prices for upcoming dates start at $32 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&sensor=false&size=1600x1200&center=28.5483195,77.2396964&markers=color:blue%7c28.5483195,77.2396964&client=gme-booking&channel=booking-frontend&signature=xwg700UzQlpENut-FEG2aBAMJcI="
167,Olivia Entrance,https://www.booking.com/hotel/in/olivia-hotels.html,"Boasting a terrace, Olivia Entrance offers rooms in New Delhi, 6.8 mi from Qutub Minar and 7.5 mi from Rashtrapati Bhavan.",India,110037,Delhi NCR,"A-15/384, Road No. 2, Mahipalpur, Mahipalpur, 110037 New Delhi, India","A-15/384, Road No. 2, Mahipalpur",7.9,https://r-cf.bstatic.com/images/hotel/max500/194/194533016.jpg,Prices for upcoming dates start at $22 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5484420,77.1281600&zoom=15&size=1600x1200&sensor=false&markers=color:blue%7c28.5484420,77.1281600&client=gme-booking&channel=booking-frontend&signature=MAs3OhfORi-k7V6iguBU9MrNB-E="
168,Airport Hotel Waves Mahipalpur,https://www.booking.com/hotel/in/waves.html,Hotel Waves is a 5-minute drive from Indira Gandhi International Airport and 656 feet from Aero City Metro Station.,India,110037,Delhi NCR,"A-273, Near Indira Gandhi International Airport, Mahipalpur, NH-8 , Mahipalpur, 110037 New Delhi, India","A-273, Near Indira Gandhi International Airport, Mahipalpur, NH-8",6.4,https://r-cf.bstatic.com/images/hotel/max500/227/22703054.jpg,Prices for upcoming dates start at $39 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5481617,77.1264187&zoom=15&sensor=false&size=1600x1200&center=28.5481617,77.1264187&client=gme-booking&channel=booking-frontend&signature=3zQgQd3vs59aG-1rnid6DOpBL5k="
169,bangali guest house,https://www.booking.com/hotel/in/bangali-guest-house.html,"Conveniently located in the Chandni Chowk district of New Delhi, bangali guest house is located a 3-minute walk from Gurudwara Sis Ganj Sahib, 400 yards...",India,110055,Delhi NCR,"sangatrashan gali 1446 near main bazaar sangatrashan ranjit gali paharganj, 110055 New Delhi, India",sangatrashan gali 1446 near main bazaar sangatrashan ranjit gali paharganj,,https://r-cf.bstatic.com/images/hotel/max500/233/233305972.jpg,Prices for upcoming dates start at $13 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&zoom=15&markers=color:blue%7c28.6545550,77.2333860&sensor=false&center=28.6545550,77.2333860&client=gme-booking&channel=booking-frontend&signature=U6ZINepW-ozbzVHb-NuNnlr0w9Y="
170,Hindustan- by Backpackers Heaven,https://www.booking.com/hotel/in/new-hindustan-international.html,Hindustan- by Backpackers Heaven is conveniently located 328 feet from Ramakrishna Ashram Marg Metro Station and 1640 feet from New Delhi Railway Station.,India,110055,Delhi NCR,"2503, Nalwa Street, Chuna Mandi, Paharganj, Paharganj, 110055 New Delhi, India","2503, Nalwa Street, Chuna Mandi, Paharganj",7.9,https://r-cf.bstatic.com/images/hotel/max500/114/114602743.jpg,Prices for upcoming dates start at $8 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.6419089,77.2110450&sensor=false&center=28.6419089,77.2110450&zoom=15&size=1600x1200&client=gme-booking&channel=booking-frontend&signature=AlH_1d-H6B7SzUZN6sqk2_ghJKk="
171,"The Oakland Plaza, Lotus Temple",https://www.booking.com/hotel/in/the-oakland.html,"Located conveniently in the South Delhi district of New Delhi, The Oakland Plaza, Lotus Temple is located 1.4 miles from Lotus Temple, 4.",India,110019,Delhi NCR,"CC 27 , Nehru Enclave, Opposite Modi Towers,, 110019 New Delhi, India","CC 27 , Nehru Enclave, Opposite Modi Towers",7.7,https://r-cf.bstatic.com/images/hotel/max500/197/197875491.jpg,Prices for upcoming dates start at $25 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&markers=color:blue%7c28.5470201,77.2540073&center=28.5470201,77.2540073&size=1600x1200&zoom=15&client=gme-booking&channel=booking-frontend&signature=ueuzW75vetm6Jir95_BkOUsayTk="
172,Hotel Planet Plaza,https://www.booking.com/hotel/in/planet-plaza-delhi-international-airport.html,"Attractively located in the South West district of New Delhi, Hotel Planet Plaza is located 9 miles from Qutub Minar, 10 miles from Rashtrapati Bhavan and...",India,110037,Delhi NCR,"A_184, Road No 4 Road No 10, Mahipalpur, 110037 New Delhi, India","A_184, Road No 4 Road No 10, Mahipalpur",7.8,https://r-cf.bstatic.com/images/hotel/max500/226/226039260.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5564050,77.0869107&markers=color:blue%7c28.5564050,77.0869107&zoom=15&size=1600x1200&sensor=false&client=gme-booking&channel=booking-frontend&signature=E62uX985b1A1BGlsV8UXAfwC94o="
173,FabHotel Namaste BnB & Service Apartments Vasant Vihar,https://www.booking.com/hotel/in/namaste-bnb.html,"Located in New Delhi, within 4.4 miles of Gandhi Smriti and 5 miles of Rashtrapati Bhavan, FabHotel Namaste BnB & Service Apartments Vasant Vihar provides...",India,110057,Delhi NCR," 13A, Palam Marg, Outer Ring Road, Vasant Vihar, New Delhi, India - 110057 ( Behind KAS Medical Centre ), Vasant Vihar, 110057 New Delhi, India","13A, Palam Marg, Outer Ring Road, Vasant Vihar, New Delhi, India - 110057 ( Behind KAS Medical Centre )",7.9,https://r-cf.bstatic.com/images/hotel/max500/220/220189108.jpg,Prices for upcoming dates start at $26 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&markers=color:blue%7c28.5683345,77.1641083&size=1600x1200&zoom=15&center=28.5683345,77.1641083&client=gme-booking&channel=booking-frontend&signature=IGE88fbdnTmA2J_B4fiEdXe5l_E="
174,Cosy Grand,https://www.booking.com/hotel/in/cosy-grand.html,"Located 2.5 mi from India Gate and adjacent to Chanakayapuri, Cozy Grand features a 24-hour restaurant serving Indian and Chinese dishes, and complimentary...",India,110066,Delhi NCR,"13 Aradhana Enclave, Sector-13, R.K Puram, 110066 New Delhi, India","13 Aradhana Enclave, Sector-13, R.K Puram",6.8,https://r-cf.bstatic.com/images/hotel/max500/203/203527226.jpg,Prices for upcoming dates start at $33 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?markers=color:blue%7c28.5743252,77.1789846&center=28.5743252,77.1789846&size=1600x1200&zoom=15&sensor=false&client=gme-booking&channel=booking-frontend&signature=EsxGD4qsi7KGeqb3k84Hoaqqfn8="
175,The Metropolitan Hotel & Spa New Delhi,https://www.booking.com/hotel/in/nikko.html,"A 5-minute drive from Connaught Place, The Metropolitan Hotel & Spa New Delhi features an outdoor pool and 3 dining options.",India,110001,Delhi NCR,"Bangla Saheb Road, Connaught Place, 110001 New Delhi, India","Bangla Saheb Road, Connaught Place",8.1,https://r-cf.bstatic.com/images/hotel/max500/456/45612643.jpg,Prices for upcoming dates start at $77 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?zoom=15&size=1600x1200&center=28.6314708,77.2081214&markers=color:blue%7c28.6314708,77.2081214&sensor=false&client=gme-booking&channel=booking-frontend&signature=cOU2cUi_CZG4gtLcbRzXiFtSyGA="
176,Aloft New Delhi Aerocity,https://www.booking.com/hotel/in/aloft-new-delhi-aerocity.html,"Boasting a fitness center and a garden, Aloft New Delhi Aerocity is located in New Delhi, 1.2 mi from New Delhi International Airport. 7.",India,110037,Delhi NCR,"No. 5B, Aerocity, 110037 New Delhi, India","No. 5B, Aerocity",8.8,https://r-cf.bstatic.com/images/hotel/max500/178/178265467.jpg,Prices for upcoming dates start at $83 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?size=1600x1200&sensor=false&center=28.5524045,77.1234491&markers=color:blue%7c28.5524045,77.1234491&zoom=15&client=gme-booking&channel=booking-frontend&signature=lc0S4bK6mFze51DxlzefrYBWTAk="
177,Hotel Olivia Inn,https://www.booking.com/hotel/in/oyo-27009-olivia-inn.html,"Located in New Delhi, 6 miles from Qutub Minar, Hotel Olivia Inn provides accommodations with a restaurant, free private parking, a shared lounge and a...",India,110037,Delhi NCR,"837, Block B, Mahipalpur Village, Mahipalpur, Mahipalpur, 110037 New Delhi, India","837, Block B, Mahipalpur Village, Mahipalpur",8.1,https://r-cf.bstatic.com/images/hotel/max500/178/178654555.jpg,Prices for upcoming dates start at $18 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?center=28.5482945,77.1282365&size=1600x1200&sensor=false&zoom=15&markers=color:blue%7c28.5482945,77.1282365&client=gme-booking&channel=booking-frontend&signature=ZJaYpfpwgaFdGBy0fA4gz-2OEmw="
178,Hotel Bajrang,https://www.booking.com/hotel/in/bajrang-guest-house.html,"1.2 miles from Gurudwara Bangla Sahib, Hotel Bajrang is located in New Delhi and provides free WiFi, a tour desk and a ticket service.",India,110055,Delhi NCR,"4630 Shora Kothi , Main Bazar Rd , Pahar Ganj, Opposite  Yes Bank ATM, Paharganj, 110055 New Delhi, India","4630 Shora Kothi , Main Bazar Rd , Pahar Ganj, Opposite  Yes Bank ATM",6.4,https://r-cf.bstatic.com/images/hotel/max500/158/158735942.jpg,Prices for upcoming dates start at $9 per night (We Price Match),"https://maps.googleapis.com/maps/api/staticmap?sensor=false&zoom=15&center=28.6406322,77.2120348&size=1600x1200&markers=color:blue%7c28.6406322,77.2120348&client=gme-booking&channel=booking-frontend&signature=6X80hKitLi_GrhPbkne3TQG7_OM="
